,Datas,55470000
1160,1975-03-06,14.9
1161,1975-03-07,16.2
1162,1975-03-08,17.6
1163,1975-03-09,17.6
1164,1975-03-10,18.2
1165,1975-03-11,18.9
1166,1975-03-12,21.7
1167,1975-03-13,24.0
1168,1975-03-14,24.0
1169,1975-03-15,24.8
1170,1975-03-16,25.6
1171,1975-03-17,24.0
1172,1975-03-18,22.5
1173,1975-03-19,23.3
1174,1975-03-20,24.0
1175,1975-03-21,24.8
1176,1975-03-22,25.6
1177,1975-03-23,27.1
1178,1975-03-24,27.1
1179,1975-03-25,26.4
1180,1975-03-26,26.4
1181,1975-03-27,25.6
1182,1975-03-28,24.8
1183,1975-03-29,26.4
1184,1975-03-30,27.1
1185,1975-03-31,27.9
1186,1975-04-01,27.9
1187,1975-04-02,30.5
1188,1975-04-03,36.7
1189,1975-04-04,40.6
1190,1975-04-05,40.6
1191,1975-04-06,39.6
1192,1975-04-07,36.7
1193,1975-04-08,35.8
1194,1975-04-09,27.9
1195,1975-04-10,27.9
1196,1975-04-11,27.1
1197,1975-04-12,26.4
1198,1975-04-13,27.1
1199,1975-04-14,27.9
1200,1975-04-15,34.9
1201,1975-04-16,30.5
1202,1975-04-17,30.5
1203,1975-04-18,27.9
1204,1975-04-19,27.9
1205,1975-04-20,27.9
1206,1975-04-21,27.1
1207,1975-04-22,24.8
1208,1975-04-23,21.7
1209,1975-04-24,30.5
1210,1975-04-25,32.3
1211,1975-04-26,27.9
1212,1975-04-27,21.0
1213,1975-04-28,18.2
1214,1975-04-29,18.9
1215,1975-04-30,20.2
1216,1975-05-01,16.2
1217,1975-05-02,14.9
1218,1975-05-03,13.6
1219,1975-05-04,11.4
1220,1975-05-05,9.22
1221,1975-05-06,9.22
1222,1975-05-07,11.4
1223,1975-05-08,20.2
1224,1975-05-09,21.7
1225,1975-05-10,21.0
1226,1975-05-11,21.0
1227,1975-05-12,21.0
1228,1975-05-13,21.0
1229,1975-05-14,21.0
1230,1975-05-15,19.5
1231,1975-05-16,18.9
1232,1975-05-17,19.5
1233,1975-05-18,24.8
1234,1975-05-19,27.9
1235,1975-05-20,28.8
1236,1975-05-21,33.2
1237,1975-05-22,34.1
1238,1975-05-23,32.3
1239,1975-05-24,31.4
1240,1975-05-25,28.8
1241,1975-05-26,23.3
1242,1975-05-27,23.3
1243,1975-05-28,22.5
1244,1975-05-29,21.7
1245,1975-05-30,21.0
1246,1975-05-31,20.2
1247,1975-06-01,19.5
1248,1975-06-02,19.5
1249,1975-06-03,18.9
1250,1975-06-04,18.2
1251,1975-06-05,17.6
1252,1975-06-06,17.6
1253,1975-06-07,17.6
1254,1975-06-08,17.6
1255,1975-06-09,18.9
1256,1975-06-10,20.2
1257,1975-06-11,20.2
1258,1975-06-12,20.2
1259,1975-06-13,21.0
1260,1975-06-14,20.2
1261,1975-06-15,19.5
1262,1975-06-16,18.9
1263,1975-06-17,18.9
1264,1975-06-18,18.9
1265,1975-06-19,19.5
1266,1975-06-20,21.0
1267,1975-06-21,24.8
1268,1975-06-22,24.8
1269,1975-06-23,25.6
1270,1975-06-24,25.6
1271,1975-06-25,26.4
1272,1975-06-26,26.4
1273,1975-06-27,24.8
1274,1975-06-28,26.4
1275,1975-06-29,36.7
1276,1975-06-30,38.6
1277,1975-07-01,41.5
1278,1975-07-02,40.6
1279,1975-07-03,40.6
1280,1975-07-04,41.5
1281,1975-07-05,38.6
1282,1975-07-06,39.6
1283,1975-07-07,36.7
1284,1975-07-08,27.9
1285,1975-07-09,24.0
1286,1975-07-10,20.2
1287,1975-07-11,18.9
1288,1975-07-12,16.2
1289,1975-07-13,18.2
1290,1975-07-14,22.5
1291,1975-07-15,21.7
1292,1975-07-16,21.7
1293,1975-07-17,21.7
1294,1975-07-18,21.0
1295,1975-07-19,21.7
1296,1975-07-20,22.5
1297,1975-07-21,23.3
1298,1975-07-22,24.0
1299,1975-07-23,26.4
1300,1975-07-24,24.0
1301,1975-07-25,32.3
1302,1975-07-26,36.7
1303,1975-07-27,32.3
1304,1975-07-28,32.3
1305,1975-07-29,34.9
1306,1975-07-30,31.4
1307,1975-07-31,24.0
1308,1975-08-01,27.1
1309,1975-08-02,20.2
1310,1975-08-03,20.2
1311,1975-08-04,20.2
1312,1975-08-05,21.0
1313,1975-08-06,21.0
1314,1975-08-07,21.7
1315,1975-08-08,21.7
1316,1975-08-09,21.7
1317,1975-08-10,18.9
1318,1975-08-11,18.9
1319,1975-08-12,18.9
1320,1975-08-13,19.5
1321,1975-08-14,21.0
1322,1975-08-15,21.7
1323,1975-08-16,24.0
1324,1975-08-17,24.8
1325,1975-08-18,24.0
1326,1975-08-19,21.7
1327,1975-08-20,20.2
1328,1975-08-21,20.2
1329,1975-08-22,21.0
1330,1975-08-23,24.0
1331,1975-08-24,24.0
1332,1975-08-25,23.3
1333,1975-08-26,21.7
1334,1975-08-27,16.9
1335,1975-08-28,20.2
1336,1975-08-29,20.2
1337,1975-08-30,18.2
1338,1975-08-31,15.6
1339,1975-09-01,17.6
1340,1975-09-02,17.6
1341,1975-09-03,17.6
1342,1975-09-04,16.2
1343,1975-09-05,16.2
1344,1975-09-06,15.6
1345,1975-09-07,14.3
1346,1975-09-08,13.6
1347,1975-09-09,12.5
1348,1975-09-10,10.3
1349,1975-09-11,10.9
1350,1975-09-12,10.3
1351,1975-09-13,8.67
1352,1975-09-14,8.12
1353,1975-09-15,8.12
1354,1975-09-16,8.12
1355,1975-09-17,8.12
1356,1975-09-18,10.9
1357,1975-09-19,13.6
1358,1975-09-20,16.2
1359,1975-09-21,16.2
1360,1975-09-22,17.6
1361,1975-09-23,18.9
1362,1975-09-24,18.9
1363,1975-09-25,18.9
1364,1975-09-26,18.2
1365,1975-09-27,18.2
1366,1975-09-28,26.4
1367,1975-09-29,27.9
1368,1975-09-30,29.7
1369,1975-10-01,30.5
1370,1975-10-02,30.5
1371,1975-10-03,29.7
1372,1975-10-04,28.8
1373,1975-10-05,25.6
1374,1975-10-06,22.5
1375,1975-10-07,21.0
1376,1975-10-08,16.9
1377,1975-10-09,16.2
1378,1975-10-10,16.9
1379,1975-10-11,20.2
1380,1975-10-12,27.9
1381,1975-10-13,45.4
1382,1975-10-14,67.6
1383,1975-10-15,66.5
1384,1975-10-16,61.8
1385,1975-10-17,54.0
1386,1975-10-18,45.4
1387,1975-10-19,44.5
1388,1975-10-20,35.8
1389,1975-10-21,44.5
1390,1975-10-22,46.4
1391,1975-10-23,52.9
1392,1975-10-24,88.0
1393,1975-10-25,232.0
1394,1975-10-26,174.0
1395,1975-10-27,102.0
1396,1975-10-28,80.0
1397,1975-10-29,123.0
1398,1975-10-30,102.0
1399,1975-10-31,81.3
1400,1975-11-01,81.3
1401,1975-11-02,84.0
1402,1975-11-03,124.0
1403,1975-11-04,
1404,1975-11-05,
1405,1975-11-06,
1406,1975-11-07,184.0
1407,1975-11-08,138.0
1408,1975-11-09,94.7
1409,1975-11-10,85.3
1410,1975-11-11,70.0
1411,1975-11-12,
1412,1975-11-13,
1413,1975-11-14,
1414,1975-11-15,
1415,1975-11-16,
1416,1975-11-17,55.0
1417,1975-11-18,52.9
1418,1975-11-19,51.8
1419,1975-11-20,49.6
1420,1975-11-21,49.6
1421,1975-11-22,42.5
1422,1975-11-23,38.6
1423,1975-11-24,36.7
1424,1975-11-25,33.2
1425,1975-11-26,27.9
1426,1975-11-27,27.9
1427,1975-11-28,27.9
1428,1975-11-29,27.9
1429,1975-11-30,27.1
1430,1975-12-01,27.1
1431,1975-12-02,25.6
1432,1975-12-03,21.7
1433,1975-12-04,24.0
1434,1975-12-05,28.8
1435,1975-12-06,36.7
1436,1975-12-07,34.1
1437,1975-12-08,32.3
1438,1975-12-09,30.5
1439,1975-12-10,29.7
1440,1975-12-11,28.8
1441,1975-12-12,26.4
1442,1975-12-13,24.8
1443,1975-12-14,23.3
1444,1975-12-15,25.6
1445,1975-12-16,31.4
1446,1975-12-17,47.5
1447,1975-12-18,51.8
1448,1975-12-19,55.0
1449,1975-12-20,51.8
1450,1975-12-21,45.4
1451,1975-12-22,40.6
1452,1975-12-23,35.8
1453,1975-12-24,27.1
1454,1975-12-25,24.0
1455,1975-12-26,21.7
1456,1975-12-27,20.2
1457,1975-12-28,18.9
1458,1975-12-29,18.9
1459,1975-12-30,18.9
1460,1975-12-31,18.2
1461,1976-01-01,18.9
1462,1976-01-02,18.9
1463,1976-01-03,18.9
1464,1976-01-04,18.9
1465,1976-01-05,17.6
1466,1976-01-06,17.6
1467,1976-01-07,18.2
1468,1976-01-08,18.9
1469,1976-01-09,18.2
1470,1976-01-10,17.6
1471,1976-01-11,15.6
1472,1976-01-12,14.9
1473,1976-01-13,13.6
1474,1976-01-14,13.6
1475,1976-01-15,13.6
1476,1976-01-16,13.6
1477,1976-01-17,12.5
1478,1976-01-18,12.5
1479,1976-01-19,12.5
1480,1976-01-20,12.5
1481,1976-01-21,12.5
1482,1976-01-22,12.0
1483,1976-01-23,11.4
1484,1976-01-24,10.9
1485,1976-01-25,11.4
1486,1976-01-26,10.3
1487,1976-01-27,11.4
1488,1976-01-28,11.4
1489,1976-01-29,10.3
1490,1976-01-30,9.76
1491,1976-01-31,9.76
1492,1976-02-01,10.3
1493,1976-02-02,10.3
1494,1976-02-03,11.4
1495,1976-02-04,13.6
1496,1976-02-05,14.3
1497,1976-02-06,12.5
1498,1976-02-07,12.0
1499,1976-02-08,12.0
1500,1976-02-09,16.9
1501,1976-02-10,13.6
1502,1976-02-11,13.6
1503,1976-02-12,12.5
1504,1976-02-13,13.1
1505,1976-02-14,13.1
1506,1976-02-15,12.5
1507,1976-02-16,12.0
1508,1976-02-17,12.5
1509,1976-02-18,13.1
1510,1976-02-19,12.5
1511,1976-02-20,12.0
1512,1976-02-21,12.0
1513,1976-02-22,12.0
1514,1976-02-23,11.4
1515,1976-02-24,10.9
1516,1976-02-25,10.3
1517,1976-02-26,9.76
1518,1976-02-27,9.22
1519,1976-02-28,9.22
1520,1976-02-29,9.22
1521,1976-03-01,9.22
1522,1976-03-02,9.76
1523,1976-03-03,10.9
1524,1976-03-04,11.4
1525,1976-03-05,12.5
1526,1976-03-06,13.6
1527,1976-03-07,12.5
1528,1976-03-08,11.4
1529,1976-03-09,17.6
1530,1976-03-10,17.6
1531,1976-03-11,17.6
1532,1976-03-12,16.9
1533,1976-03-13,14.3
1534,1976-03-14,13.1
1535,1976-03-15,13.1
1536,1976-03-16,12.5
1537,1976-03-17,12.5
1538,1976-03-18,11.4
1539,1976-03-19,10.9
1540,1976-03-20,10.3
1541,1976-03-21,10.3
1542,1976-03-22,9.76
1543,1976-03-23,9.22
1544,1976-03-24,8.67
1545,1976-03-25,8.12
1546,1976-03-26,8.12
1547,1976-03-27,8.12
1548,1976-03-28,8.12
1549,1976-03-29,8.12
1550,1976-03-30,8.12
1551,1976-03-31,8.12
1552,1976-04-01,8.12
1553,1976-04-02,8.12
1554,1976-04-03,8.12
1555,1976-04-04,8.12
1556,1976-04-05,8.12
1557,1976-04-06,8.12
1558,1976-04-07,8.12
1559,1976-04-08,8.12
1560,1976-04-09,8.12
1561,1976-04-10,8.12
1562,1976-04-11,8.12
1563,1976-04-12,8.12
1564,1976-04-13,8.12
1565,1976-04-14,8.12
1566,1976-04-15,8.12
1567,1976-04-16,8.12
1568,1976-04-17,8.12
1569,1976-04-18,8.12
1570,1976-04-19,10.3
1571,1976-04-20,10.9
1572,1976-04-21,10.9
1573,1976-04-22,10.3
1574,1976-04-23,9.76
1575,1976-04-24,9.76
1576,1976-04-25,9.22
1577,1976-04-26,9.76
1578,1976-04-27,9.76
1579,1976-04-28,9.76
1580,1976-04-29,10.9
1581,1976-04-30,12.0
1582,1976-05-01,14.9
1583,1976-05-02,14.9
1584,1976-05-03,17.6
1585,1976-05-04,17.6
1586,1976-05-05,17.6
1587,1976-05-06,17.6
1588,1976-05-07,17.6
1589,1976-05-08,17.6
1590,1976-05-09,16.9
1591,1976-05-10,16.9
1592,1976-05-11,16.2
1593,1976-05-12,13.6
1594,1976-05-13,13.1
1595,1976-05-14,14.9
1596,1976-05-15,14.9
1597,1976-05-16,18.9
1598,1976-05-17,18.9
1599,1976-05-18,18.9
1600,1976-05-19,18.9
1601,1976-05-20,18.9
1602,1976-05-21,17.6
1603,1976-05-22,18.9
1604,1976-05-23,19.5
1605,1976-05-24,19.5
1606,1976-05-25,18.9
1607,1976-05-26,27.1
1608,1976-05-27,27.1
1609,1976-05-28,23.3
1610,1976-05-29,15.6
1611,1976-05-30,15.6
1612,1976-05-31,14.9
1613,1976-06-01,20.2
1614,1976-06-02,13.1
1615,1976-06-03,13.1
1616,1976-06-04,13.1
1617,1976-06-05,13.1
1618,1976-06-06,13.1
1619,1976-06-07,13.1
1620,1976-06-08,13.1
1621,1976-06-09,13.6
1622,1976-06-10,14.9
1623,1976-06-11,14.9
1624,1976-06-12,14.9
1625,1976-06-13,14.3
1626,1976-06-14,13.6
1627,1976-06-15,13.6
1628,1976-06-16,12.5
1629,1976-06-17,10.9
1630,1976-06-18,10.9
1631,1976-06-19,10.9
1632,1976-06-20,10.3
1633,1976-06-21,10.3
1634,1976-06-22,10.3
1635,1976-06-23,10.3
1636,1976-06-24,10.9
1637,1976-06-25,11.4
1638,1976-06-26,12.5
1639,1976-06-27,12.5
1640,1976-06-28,12.5
1641,1976-06-29,12.5
1642,1976-06-30,12.5
1643,1976-07-01,12.5
1644,1976-07-02,13.6
1645,1976-07-03,18.9
1646,1976-07-04,23.3
1647,1976-07-05,27.9
1648,1976-07-06,29.7
1649,1976-07-07,33.2
1650,1976-07-08,28.8
1651,1976-07-09,24.0
1652,1976-07-10,20.2
1653,1976-07-11,19.5
1654,1976-07-12,18.2
1655,1976-07-13,16.9
1656,1976-07-14,13.6
1657,1976-07-15,18.2
1658,1976-07-16,18.2
1659,1976-07-17,18.2
1660,1976-07-18,16.9
1661,1976-07-19,18.9
1662,1976-07-20,27.9
1663,1976-07-21,36.7
1664,1976-07-22,54.0
1665,1976-07-23,60.7
1666,1976-07-24,67.6
1667,1976-07-25,57.2
1668,1976-07-26,51.8
1669,1976-07-27,46.4
1670,1976-07-28,42.5
1671,1976-07-29,36.7
1672,1976-07-30,33.2
1673,1976-07-31,27.9
1674,1976-08-01,26.4
1675,1976-08-02,24.8
1676,1976-08-03,22.5
1677,1976-08-04,20.2
1678,1976-08-05,19.5
1679,1976-08-06,16.9
1680,1976-08-07,14.9
1681,1976-08-08,14.3
1682,1976-08-09,13.6
1683,1976-08-10,13.1
1684,1976-08-11,13.1
1685,1976-08-12,12.5
1686,1976-08-13,11.4
1687,1976-08-14,11.4
1688,1976-08-15,12.0
1689,1976-08-16,13.6
1690,1976-08-17,13.6
1691,1976-08-18,16.2
1692,1976-08-19,17.6
1693,1976-08-20,17.6
1694,1976-08-21,16.9
1695,1976-08-22,13.6
1696,1976-08-23,13.6
1697,1976-08-24,13.1
1698,1976-08-25,13.1
1699,1976-08-26,12.5
1700,1976-08-27,11.4
1701,1976-08-28,11.4
1702,1976-08-29,11.4
1703,1976-08-30,11.4
1704,1976-08-31,10.9
1705,1976-09-01,10.9
1706,1976-09-02,10.9
1707,1976-09-03,10.3
1708,1976-09-04,9.22
1709,1976-09-05,9.22
1710,1976-09-06,9.22
1711,1976-09-07,9.22
1712,1976-09-08,9.22
1713,1976-09-09,9.22
1714,1976-09-10,9.22
1715,1976-09-11,8.67
1716,1976-09-12,9.76
1717,1976-09-13,10.9
1718,1976-09-14,10.9
1719,1976-09-15,10.9
1720,1976-09-16,10.9
1721,1976-09-17,10.9
1722,1976-09-18,10.3
1723,1976-09-19,9.76
1724,1976-09-20,8.67
1725,1976-09-21,8.67
1726,1976-09-22,12.5
1727,1976-09-23,20.2
1728,1976-09-24,26.4
1729,1976-09-25,27.9
1730,1976-09-26,32.3
1731,1976-09-27,36.7
1732,1976-09-28,27.9
1733,1976-09-29,22.5
1734,1976-09-30,22.5
1735,1976-10-01,20.2
1736,1976-10-02,17.6
1737,1976-10-03,15.6
1738,1976-10-04,14.9
1739,1976-10-05,13.6
1740,1976-10-06,14.9
1741,1976-10-07,20.2
1742,1976-10-08,20.2
1743,1976-10-09,27.1
1744,1976-10-10,32.3
1745,1976-10-11,45.4
1746,1976-10-12,55.0
1747,1976-10-13,59.5
1748,1976-10-14,68.8
1749,1976-10-15,52.9
1750,1976-10-16,49.6
1751,1976-10-17,44.5
1752,1976-10-18,41.5
1753,1976-10-19,36.7
1754,1976-10-20,27.9
1755,1976-10-21,20.2
1756,1976-10-22,19.5
1757,1976-10-23,20.2
1758,1976-10-24,27.9
1759,1976-10-25,27.9
1760,1976-10-26,24.8
1761,1976-10-27,17.6
1762,1976-10-28,17.6
1763,1976-10-29,16.9
1764,1976-10-30,16.9
1765,1976-10-31,16.9
1766,1976-11-01,23.3
1767,1976-11-02,23.3
1768,1976-11-03,30.5
1769,1976-11-04,37.7
1770,1976-11-05,36.7
1771,1976-11-06,29.7
1772,1976-11-07,27.9
1773,1976-11-08,27.1
1774,1976-11-09,25.6
1775,1976-11-10,27.9
1776,1976-11-11,46.4
1777,1976-11-12,61.8
1778,1976-11-13,94.7
1779,1976-11-14,92.0
1780,1976-11-15,78.8
1781,1976-11-16,68.8
1782,1976-11-17,51.8
1783,1976-11-18,81.3
1784,1976-11-19,81.3
1785,1976-11-20,81.3
1786,1976-11-21,81.3
1787,1976-11-22,66.5
1788,1976-11-23,65.3
1789,1976-11-24,68.8
1790,1976-11-25,67.6
1791,1976-11-26,47.5
1792,1976-11-27,36.7
1793,1976-11-28,36.7
1794,1976-11-29,36.7
1795,1976-11-30,46.4
1796,1976-12-01,46.4
1797,1976-12-02,46.4
1798,1976-12-03,41.5
1799,1976-12-04,46.4
1800,1976-12-05,49.6
1801,1976-12-06,52.9
1802,1976-12-07,52.9
1803,1976-12-08,42.5
1804,1976-12-09,42.5
1805,1976-12-10,44.5
1806,1976-12-11,49.6
1807,1976-12-12,48.6
1808,1976-12-13,48.6
1809,1976-12-14,47.5
1810,1976-12-15,46.4
1811,1976-12-16,36.7
1812,1976-12-17,46.4
1813,1976-12-18,27.9
1814,1976-12-19,27.9
1815,1976-12-20,27.9
1816,1976-12-21,23.3
1817,1976-12-22,22.5
1818,1976-12-23,21.7
1819,1976-12-24,21.0
1820,1976-12-25,21.0
1821,1976-12-26,20.2
1822,1976-12-27,17.6
1823,1976-12-28,18.2
1824,1976-12-29,18.2
1825,1976-12-30,20.2
1826,1976-12-31,20.2
1827,1977-01-01,20.2
1828,1977-01-02,20.2
1829,1977-01-03,18.9
1830,1977-01-04,18.2
1831,1977-01-05,16.9
1832,1977-01-06,16.2
1833,1977-01-07,15.6
1834,1977-01-08,14.9
1835,1977-01-09,14.3
1836,1977-01-10,14.3
1837,1977-01-11,14.3
1838,1977-01-12,14.3
1839,1977-01-13,16.2
1840,1977-01-14,17.6
1841,1977-01-15,16.2
1842,1977-01-16,14.9
1843,1977-01-17,14.3
1844,1977-01-18,13.6
1845,1977-01-19,13.6
1846,1977-01-20,16.9
1847,1977-01-21,17.6
1848,1977-01-22,68.8
1849,1977-01-23,114.0
1850,1977-01-24,127.0
1851,1977-01-25,112.0
1852,1977-01-26,102.0
1853,1977-01-27,102.0
1854,1977-01-28,81.3
1855,1977-01-29,57.2
1856,1977-01-30,52.9
1857,1977-01-31,46.4
1858,1977-02-01,52.9
1859,1977-02-02,27.9
1860,1977-02-03,27.9
1861,1977-02-04,24.8
1862,1977-02-05,21.0
1863,1977-02-06,17.6
1864,1977-02-07,17.6
1865,1977-02-08,16.9
1866,1977-02-09,16.2
1867,1977-02-10,16.2
1868,1977-02-11,20.2
1869,1977-02-12,21.7
1870,1977-02-13,23.3
1871,1977-02-14,23.3
1872,1977-02-15,24.8
1873,1977-02-16,24.8
1874,1977-02-17,27.1
1875,1977-02-18,27.9
1876,1977-02-19,27.9
1877,1977-02-20,36.7
1878,1977-02-21,45.4
1879,1977-02-22,46.4
1880,1977-02-23,41.5
1881,1977-02-24,42.5
1882,1977-02-25,42.5
1883,1977-02-26,52.9
1884,1977-02-27,57.2
1885,1977-02-28,57.2
1886,1977-03-01,57.2
1887,1977-03-02,52.9
1888,1977-03-03,42.5
1889,1977-03-04,37.7
1890,1977-03-05,36.7
1891,1977-03-06,27.9
1892,1977-03-07,25.6
1893,1977-03-08,17.6
1894,1977-03-09,16.9
1895,1977-03-10,15.6
1896,1977-03-11,14.9
1897,1977-03-12,14.3
1898,1977-03-13,13.6
1899,1977-03-14,13.6
1900,1977-03-15,13.6
1901,1977-03-16,13.1
1902,1977-03-17,13.1
1903,1977-03-18,13.1
1904,1977-03-19,12.5
1905,1977-03-20,12.5
1906,1977-03-21,12.0
1907,1977-03-22,12.0
1908,1977-03-23,11.4
1909,1977-03-24,11.4
1910,1977-03-25,11.4
1911,1977-03-26,10.9
1912,1977-03-27,10.9
1913,1977-03-28,11.4
1914,1977-03-29,10.9
1915,1977-03-30,10.9
1916,1977-03-31,10.9
1917,1977-04-01,10.3
1918,1977-04-02,10.3
1919,1977-04-03,11.4
1920,1977-04-04,14.3
1921,1977-04-05,17.6
1922,1977-04-06,20.2
1923,1977-04-07,20.2
1924,1977-04-08,19.5
1925,1977-04-09,16.9
1926,1977-04-10,14.9
1927,1977-04-11,14.9
1928,1977-04-12,14.9
1929,1977-04-13,14.9
1930,1977-04-14,13.6
1931,1977-04-15,13.6
1932,1977-04-16,14.9
1933,1977-04-17,14.9
1934,1977-04-18,15.6
1935,1977-04-19,15.6
1936,1977-04-20,15.6
1937,1977-04-21,15.6
1938,1977-04-22,14.9
1939,1977-04-23,18.2
1940,1977-04-24,18.9
1941,1977-04-25,24.0
1942,1977-04-26,27.9
1943,1977-04-27,42.5
1944,1977-04-28,36.7
1945,1977-04-29,35.8
1946,1977-04-30,41.5
1947,1977-05-01,36.7
1948,1977-05-02,27.9
1949,1977-05-03,26.4
1950,1977-05-04,25.6
1951,1977-05-05,21.7
1952,1977-05-06,23.3
1953,1977-05-07,19.5
1954,1977-05-08,17.6
1955,1977-05-09,17.6
1956,1977-05-10,17.6
1957,1977-05-11,16.9
1958,1977-05-12,16.9
1959,1977-05-13,16.9
1960,1977-05-14,16.2
1961,1977-05-15,16.2
1962,1977-05-16,14.9
1963,1977-05-17,16.9
1964,1977-05-18,17.6
1965,1977-05-19,23.3
1966,1977-05-20,26.4
1967,1977-05-21,26.4
1968,1977-05-22,25.6
1969,1977-05-23,24.0
1970,1977-05-24,22.5
1971,1977-05-25,20.2
1972,1977-05-26,18.9
1973,1977-05-27,19.5
1974,1977-05-28,18.9
1975,1977-05-29,21.0
1976,1977-05-30,22.5
1977,1977-05-31,27.1
1978,1977-06-01,27.1
1979,1977-06-02,26.4
1980,1977-06-03,27.1
1981,1977-06-04,24.0
1982,1977-06-05,22.5
1983,1977-06-06,21.7
1984,1977-06-07,20.2
1985,1977-06-08,20.2
1986,1977-06-09,21.0
1987,1977-06-10,21.7
1988,1977-06-11,21.7
1989,1977-06-12,21.0
1990,1977-06-13,20.2
1991,1977-06-14,19.5
1992,1977-06-15,16.2
1993,1977-06-16,16.9
1994,1977-06-17,15.6
1995,1977-06-18,15.6
1996,1977-06-19,14.9
1997,1977-06-20,14.9
1998,1977-06-21,18.2
1999,1977-06-22,20.2
2000,1977-06-23,19.5
2001,1977-06-24,18.9
2002,1977-06-25,18.9
2003,1977-06-26,17.6
2004,1977-06-27,18.9
2005,1977-06-28,19.5
2006,1977-06-29,20.2
2007,1977-06-30,21.7
2008,1977-07-01,24.8
2009,1977-07-02,26.4
2010,1977-07-03,27.9
2011,1977-07-04,36.7
2012,1977-07-05,39.6
2013,1977-07-06,38.6
2014,1977-07-07,36.7
2015,1977-07-08,35.8
2016,1977-07-09,30.5
2017,1977-07-10,29.7
2018,1977-07-11,27.9
2019,1977-07-12,27.1
2020,1977-07-13,26.4
2021,1977-07-14,25.6
2022,1977-07-15,24.0
2023,1977-07-16,22.5
2024,1977-07-17,21.0
2025,1977-07-18,20.2
2026,1977-07-19,19.5
2027,1977-07-20,18.9
2028,1977-07-21,20.2
2029,1977-07-22,21.7
2030,1977-07-23,24.0
2031,1977-07-24,24.0
2032,1977-07-25,23.3
2033,1977-07-26,20.2
2034,1977-07-27,18.9
2035,1977-07-28,17.6
2036,1977-07-29,16.2
2037,1977-07-30,15.6
2038,1977-07-31,14.9
2039,1977-08-01,14.9
2040,1977-08-02,14.9
2041,1977-08-03,14.3
2042,1977-08-04,14.3
2043,1977-08-05,14.3
2044,1977-08-06,13.6
2045,1977-08-07,13.6
2046,1977-08-08,13.6
2047,1977-08-09,13.6
2048,1977-08-10,13.1
2049,1977-08-11,13.1
2050,1977-08-12,13.1
2051,1977-08-13,13.1
2052,1977-08-14,12.5
2053,1977-08-15,12.5
2054,1977-08-16,12.5
2055,1977-08-17,12.5
2056,1977-08-18,12.5
2057,1977-08-19,12.5
2058,1977-08-20,12.5
2059,1977-08-21,13.6
2060,1977-08-22,16.2
2061,1977-08-23,17.6
2062,1977-08-24,16.9
2063,1977-08-25,16.2
2064,1977-08-26,15.6
2065,1977-08-27,15.6
2066,1977-08-28,14.3
2067,1977-08-29,13.6
2068,1977-08-30,13.1
2069,1977-08-31,12.5
2070,1977-09-01,11.4
2071,1977-09-02,11.4
2072,1977-09-03,12.0
2073,1977-09-04,12.0
2074,1977-09-05,13.1
2075,1977-09-06,14.3
2076,1977-09-07,18.2
2077,1977-09-08,20.2
2078,1977-09-09,21.0
2079,1977-09-10,24.0
2080,1977-09-11,23.3
2081,1977-09-12,20.2
2082,1977-09-13,16.2
2083,1977-09-14,14.9
2084,1977-09-15,14.3
2085,1977-09-16,13.6
2086,1977-09-17,13.6
2087,1977-09-18,13.1
2088,1977-09-19,13.1
2089,1977-09-20,12.5
2090,1977-09-21,12.0
2091,1977-09-22,10.3
2092,1977-09-23,9.76
2093,1977-09-24,9.22
2094,1977-09-25,13.6
2095,1977-09-26,14.9
2096,1977-09-27,17.6
2097,1977-09-28,18.2
2098,1977-09-29,21.0
2099,1977-09-30,24.8
2100,1977-10-01,27.9
2101,1977-10-02,27.1
2102,1977-10-03,22.5
2103,1977-10-04,20.2
2104,1977-10-05,21.0
2105,1977-10-06,21.0
2106,1977-10-07,27.1
2107,1977-10-08,37.7
2108,1977-10-09,46.4
2109,1977-10-10,45.4
2110,1977-10-11,41.5
2111,1977-10-12,39.6
2112,1977-10-13,36.7
2113,1977-10-14,29.7
2114,1977-10-15,23.3
2115,1977-10-16,21.0
2116,1977-10-17,19.5
2117,1977-10-18,16.9
2118,1977-10-19,14.9
2119,1977-10-20,13.6
2120,1977-10-21,14.9
2121,1977-10-22,16.2
2122,1977-10-23,22.5
2123,1977-10-24,27.9
2124,1977-10-25,35.8
2125,1977-10-26,34.9
2126,1977-10-27,29.7
2127,1977-10-28,33.2
2128,1977-10-29,27.9
2129,1977-10-30,27.9
2130,1977-10-31,27.9
2131,1977-11-01,26.4
2132,1977-11-02,21.7
2133,1977-11-03,18.9
2134,1977-11-04,15.6
2135,1977-11-05,14.9
2136,1977-11-06,13.6
2137,1977-11-07,13.6
2138,1977-11-08,14.9
2139,1977-11-09,18.2
2140,1977-11-10,20.2
2141,1977-11-11,21.7
2142,1977-11-12,21.7
2143,1977-11-13,20.2
2144,1977-11-14,19.5
2145,1977-11-15,16.2
2146,1977-11-16,17.6
2147,1977-11-17,16.9
2148,1977-11-18,24.0
2149,1977-11-19,42.5
2150,1977-11-20,51.8
2151,1977-11-21,56.1
2152,1977-11-22,65.3
2153,1977-11-23,65.3
2154,1977-11-24,75.0
2155,1977-11-25,81.3
2156,1977-11-26,70.0
2157,1977-11-27,68.8
2158,1977-11-28,64.2
2159,1977-11-29,57.2
2160,1977-11-30,47.5
