,Datas,58519030
201,2018-02-18,72.485
202,2018-02-19,79.671
203,2018-02-20,71.219
204,2018-02-21,68.721
205,2018-02-22,60.94
206,2018-02-23,57.519
207,2018-02-24,43.929
208,2018-02-25,59.216
209,2018-02-26,56.959
210,2018-02-27,74.408
211,2018-02-28,123.763
212,2018-01-01,69.964
213,2018-01-02,88.641
214,2018-01-03,98.887
215,2018-01-04,79.002
216,2018-01-05,112.962
217,2018-01-06,155.537
218,2018-01-07,166.343
219,2018-01-08,182.769
220,2018-01-09,150.756
221,2018-01-10,109.746
222,2018-01-11,86.524
223,2018-01-12,74.408
224,2018-01-13,73.123
225,2018-01-14,103.465
226,2018-01-15,95.897
227,2018-01-16,120.382
228,2018-01-17,117.88
229,2018-01-18,97.386
230,2018-01-19,76.359
231,2018-01-20,62.104
232,2018-01-21,55.849
233,2018-01-22,54.206
234,2018-01-23,66.88
235,2018-01-24,71.85
236,2018-01-25,80.342
237,2018-01-26,81.694
238,2018-01-27,101.926
239,2018-01-28,92.23
240,2018-01-29,91.506
241,2018-01-30,101.926
242,2018-01-31,127.195
243,2017-12-01,96.64
244,2017-12-02,112.962
245,2017-12-03,111.347
246,2017-12-04,112.962
247,2017-12-05,135.105
248,2017-12-06,138.703
249,2017-12-07,120.382
250,2017-12-08,86.524
251,2017-12-09,86.524
252,2017-12-10,74.408
253,2017-12-11,81.017
254,2017-12-12,93.688
255,2017-12-13,78.337
256,2017-12-14,62.104
257,2017-12-15,54.751
258,2017-12-16,56.403
259,2017-12-17,66.273
260,2017-12-18,75.705
261,2017-12-19,62.69
262,2017-12-20,52.056
263,2017-12-21,46.889
264,2017-12-22,42.966
265,2017-12-23,49.954
266,2017-12-24,56.403
267,2017-12-25,55.849
268,2017-12-26,49.954
269,2017-12-27,50.999
270,2017-12-28,54.206
271,2017-12-29,69.341
272,2017-12-30,68.721
273,2017-12-31,77.015
274,2017-11-01,22.26
275,2017-11-02,20.943
276,2017-11-03,32.306
277,2017-11-04,22.26
278,2017-11-05,18.139
279,2017-11-06,27.215
280,2017-11-07,26.108
281,2017-11-08,21.927
282,2017-11-09,24.67
283,2017-11-10,33.131
284,2017-11-11,43.446
285,2017-11-12,39.229
286,2017-11-13,36.11
287,2017-11-14,40.609
288,2017-11-15,43.929
289,2017-11-16,37.875
290,2017-11-17,23.968
291,2017-11-18,21.927
292,2017-11-19,25.383
293,2017-11-20,116.228
294,2017-11-21,124.617
295,2017-11-22,171.386
296,2017-11-23,126.333
297,2017-11-24,102.694
298,2017-11-25,83.746
299,2017-11-26,66.273
300,2017-11-27,55.849
301,2017-11-28,136.897
302,2017-11-29,115.407
303,2017-11-30,96.64
304,2017-10-01,26.844
305,2017-10-02,39.229
306,2017-10-03,59.787
307,2017-10-04,56.403
308,2017-10-05,64.468
309,2017-10-06,50.475
310,2017-10-07,42.014
311,2017-10-08,41.074
312,2017-10-09,33.131
313,2017-10-10,21.268
314,2017-10-11,32.717
315,2017-10-12,34.816
316,2017-10-13,24.317
317,2017-10-14,29.506
318,2017-10-15,23.276
319,2017-10-16,26.108
320,2017-10-17,27.215
321,2017-10-18,19.359
322,2017-10-19,18.744
323,2017-10-20,25.744
324,2017-10-21,21.268
325,2017-10-22,19.67
326,2017-10-23,42.489
327,2017-10-24,45.396
328,2017-10-25,47.899
329,2017-10-26,41.074
330,2017-10-27,35.245
331,2017-10-28,28.731
332,2017-10-29,21.268
333,2017-10-30,40.146
334,2017-10-31,36.11
335,2017-09-01,29.117
336,2017-09-02,20.943
337,2017-09-03,20.943
338,2017-09-04,20.943
339,2017-09-05,28.731
340,2017-09-06,26.108
341,2017-09-07,19.359
342,2017-09-08,19.359
343,2017-09-09,19.67
344,2017-09-10,19.359
345,2017-09-11,26.844
346,2017-09-12,25.383
347,2017-09-13,18.44
348,2017-09-14,16.676
349,2017-09-15,14.21
350,2017-09-16,13.949
351,2017-09-17,27.59
352,2017-09-18,15.83
353,2017-09-19,12.932
354,2017-09-20,13.436
355,2017-09-21,15.83
356,2017-09-22,29.506
357,2017-09-23,16.963
358,2017-09-24,16.676
359,2017-09-25,16.676
360,2017-09-26,16.392
361,2017-09-27,16.676
362,2017-09-28,29.117
363,2017-09-29,17.546
364,2017-09-30,22.26
365,2017-08-01,23.968
366,2017-08-02,24.317
367,2017-08-03,22.26
368,2017-08-04,11.485
369,2017-08-05,12.44
370,2017-08-06,20.943
371,2017-08-07,20.301
372,2017-08-08,13.436
373,2017-08-09,13.949
374,2017-08-10,21.596
375,2017-08-11,19.984
376,2017-08-12,13.436
377,2017-08-13,13.436
378,2017-08-14,19.05
379,2017-08-15,20.943
380,2017-08-16,14.21
381,2017-08-17,11.72
382,2017-08-18,20.621
383,2017-08-19,25.025
384,2017-08-20,19.67
385,2017-08-21,20.301
386,2017-08-22,25.025
387,2017-08-23,23.968
388,2017-08-24,20.621
389,2017-08-25,25.025
390,2017-08-26,26.108
391,2017-08-27,36.11
392,2017-08-28,33.968
393,2017-08-29,24.317
394,2017-08-30,22.596
395,2017-08-31,25.025
396,2017-07-01,27.215
397,2017-07-02,25.383
398,2017-07-03,23.621
399,2017-07-04,20.621
400,2017-07-05,19.67
401,2017-07-06,21.268
402,2017-07-07,25.744
403,2017-07-08,26.108
404,2017-07-09,26.108
405,2017-07-10,25.383
406,2017-07-11,23.968
407,2017-07-12,23.968
408,2017-07-13,22.935
409,2017-07-14,19.984
410,2017-07-15,22.596
411,2017-07-16,22.935
412,2017-07-17,22.26
413,2017-07-18,17.253
414,2017-07-19,21.268
415,2017-07-20,21.268
416,2017-07-21,21.596
417,2017-07-22,15.28
418,2017-07-23,19.05
419,2017-07-24,24.317
420,2017-07-25,23.276
421,2017-07-26,16.963
422,2017-07-27,15.554
423,2017-07-28,21.927
424,2017-07-29,21.268
425,2017-07-30,14.74
426,2017-07-31,16.392
427,2017-06-01,31.089
428,2017-06-02,32.306
429,2017-06-03,29.897
430,2017-06-04,29.506
431,2017-06-05,29.897
432,2017-06-06,29.506
433,2017-06-07,29.506
434,2017-06-08,29.117
435,2017-06-09,27.968
436,2017-06-10,27.215
437,2017-06-11,23.621
438,2017-06-12,19.05
439,2017-06-13,27.59
440,2017-06-14,40.609
441,2017-06-15,45.891
442,2017-06-16,48.921
443,2017-06-17,36.11
444,2017-06-18,30.689
445,2017-06-19,28.731
446,2017-06-20,26.474
447,2017-06-21,26.474
448,2017-06-22,26.474
449,2017-06-23,26.844
450,2017-06-24,27.215
451,2017-06-25,27.215
452,2017-06-26,25.744
453,2017-06-27,25.383
454,2017-06-28,24.67
455,2017-06-29,25.383
456,2017-06-30,25.383
457,2017-05-01,36.547
458,2017-05-02,37.875
459,2017-05-03,36.11
460,2017-05-04,34.816
461,2017-05-05,34.816
462,2017-05-06,48.921
463,2017-05-07,62.104
464,2017-05-08,49.954
465,2017-05-09,42.966
466,2017-05-10,33.548
467,2017-05-11,31.492
468,2017-05-12,32.306
469,2017-05-13,31.897
470,2017-05-14,31.492
471,2017-05-15,28.348
472,2017-05-16,29.506
473,2017-05-17,29.897
474,2017-05-18,29.506
475,2017-05-19,32.717
476,2017-05-20,81.017
477,2017-05-21,69.341
478,2017-05-22,65.067
479,2017-05-23,58.647
480,2017-05-24,48.921
481,2017-05-25,43.446
482,2017-05-26,40.609
483,2017-05-27,37.43
484,2017-05-28,35.676
485,2017-05-29,35.245
486,2017-05-30,34.816
487,2017-05-31,33.131
488,2017-04-01,35.245
489,2017-04-02,35.245
490,2017-04-03,33.548
491,2017-04-04,31.089
492,2017-04-05,33.548
493,2017-04-06,33.548
494,2017-04-07,33.968
495,2017-04-08,42.014
496,2017-04-09,77.015
497,2017-04-10,84.436
498,2017-04-11,74.408
499,2017-04-12,58.082
500,2017-04-13,42.966
501,2017-04-14,46.889
502,2017-04-15,46.389
503,2017-04-16,39.229
504,2017-04-17,38.323
505,2017-04-18,49.954
506,2017-04-19,50.475
507,2017-04-20,47.899
508,2017-04-21,37.875
509,2017-04-22,38.775
510,2017-04-23,43.446
511,2017-04-24,37.875
512,2017-04-25,35.676
513,2017-04-26,36.11
514,2017-04-27,35.676
515,2017-04-28,36.11
516,2017-04-29,35.245
517,2017-04-30,36.547
518,2017-03-01,68.105
519,2017-03-02,71.219
520,2017-03-03,59.787
521,2017-03-04,62.69
522,2017-03-05,56.403
523,2017-03-06,63.28
524,2017-03-07,59.216
525,2017-03-08,60.362
526,2017-03-09,58.647
527,2017-03-10,48.921
528,2017-03-11,48.408
529,2017-03-12,44.904
530,2017-03-13,43.446
531,2017-03-14,43.929
532,2017-03-15,56.959
533,2017-03-16,52.056
534,2017-03-17,53.125
535,2017-03-18,47.899
536,2017-03-19,77.674
537,2017-03-20,211.267
538,2017-03-21,146.989
539,2017-03-22,104.239
540,2017-03-23,70.59
541,2017-03-24,54.751
542,2017-03-25,49.436
543,2017-03-26,55.849
544,2017-03-27,42.966
545,2017-03-28,45.396
546,2017-03-29,41.543
547,2017-03-30,40.609
548,2017-03-31,38.323
549,2017-02-01,50.475
550,2017-02-02,53.664
551,2017-02-03,59.216
552,2017-02-04,109.746
553,2017-02-05,103.465
554,2017-02-06,127.195
555,2017-02-07,106.58
556,2017-02-08,91.506
557,2017-02-09,70.59
558,2017-02-10,63.28
559,2017-02-11,52.589
560,2017-02-12,59.787
561,2017-02-13,50.475
562,2017-02-14,49.954
563,2017-02-15,47.393
564,2017-02-16,46.389
565,2017-02-17,45.891
566,2017-02-18,48.408
567,2017-02-19,42.489
568,2017-02-20,43.929
569,2017-02-21,41.074
570,2017-02-22,40.609
571,2017-02-23,40.609
572,2017-02-24,40.146
573,2017-02-25,42.489
574,2017-02-26,48.408
575,2017-02-27,60.94
576,2017-02-28,84.436
577,2017-01-01,68.721
578,2017-01-02,62.104
579,2017-01-03,66.88
580,2017-01-04,71.219
581,2017-01-05,67.491
582,2017-01-06,62.69
583,2017-01-07,77.674
584,2017-01-08,111.347
585,2017-01-09,108.157
586,2017-01-10,118.711
587,2017-01-11,114.588
588,2017-01-12,112.962
589,2017-01-13,167.345
590,2017-01-14,165.344
591,2017-01-15,152.658
592,2017-01-16,136.897
593,2017-01-17,120.382
594,2017-01-18,97.386
595,2017-01-19,80.342
596,2017-01-20,83.059
597,2017-01-21,77.674
598,2017-01-22,79.002
599,2017-01-23,67.491
600,2017-01-24,54.206
601,2017-01-25,60.94
602,2017-01-26,66.273
603,2017-01-27,72.485
604,2017-01-28,94.421
605,2017-01-29,76.359
606,2017-01-30,55.849
607,2017-01-31,50.475
608,2016-12-01,89.353
609,2016-12-02,80.342
610,2016-12-03,67.491
611,2016-12-04,73.764
612,2016-12-05,98.887
613,2016-12-06,93.688
614,2016-12-07,81.694
615,2016-12-08,65.067
616,2016-12-09,158.445
617,2016-12-10,183.823
618,2016-12-11,118.711
619,2016-12-12,128.061
620,2016-12-13,160.4
621,2016-12-14,163.357
622,2016-12-15,260.812
623,2016-12-16,
624,2016-12-17,235.934
625,2016-12-18,198.936
626,2016-12-19,159.421
627,2016-12-20,121.223
628,2016-12-21,102.694
629,2016-12-22,89.353
630,2016-12-23,82.375
631,2016-12-24,78.337
632,2016-12-25,97.386
633,2016-12-26,85.129
634,2016-12-27,83.059
635,2016-12-28,145.125
636,2016-12-29,97.386
637,2016-12-30,80.342
638,2016-12-31,66.273
639,2016-11-01,25.383
640,2016-11-02,25.383
641,2016-11-03,26.108
642,2016-11-04,29.506
643,2016-11-05,39.229
644,2016-11-06,52.589
645,2016-11-07,50.475
646,2016-11-08,48.921
647,2016-11-09,41.074
648,2016-11-10,70.59
649,2016-11-11,95.897
650,2016-11-12,155.537
651,2016-11-13,189.146
652,2016-11-14,259.535
653,2016-11-15,
654,2016-11-16,
655,2016-11-17,292.465
656,2016-11-18,174.451
657,2016-11-19,119.545
658,2016-11-20,104.239
659,2016-11-21,85.129
660,2016-11-22,71.85
661,2016-11-23,71.85
662,2016-11-24,70.59
663,2016-11-25,74.408
664,2016-11-26,58.082
665,2016-11-27,57.519
666,2016-11-28,51.526
667,2016-11-29,59.787
668,2016-11-30,95.158
669,2016-10-01,30.689
670,2016-10-02,31.897
671,2016-10-03,43.446
672,2016-10-04,45.891
673,2016-10-05,89.353
674,2016-10-06,86.524
675,2016-10-07,69.964
676,2016-10-08,58.647
677,2016-10-09,52.056
678,2016-10-10,44.904
679,2016-10-11,42.489
680,2016-10-12,33.968
681,2016-10-13,39.229
682,2016-10-14,42.966
683,2016-10-15,33.968
684,2016-10-16,39.686
685,2016-10-17,52.589
686,2016-10-18,48.921
687,2016-10-19,44.415
688,2016-10-20,28.731
689,2016-10-21,27.968
690,2016-10-22,36.11
691,2016-10-23,31.089
692,2016-10-24,23.968
693,2016-10-25,28.731
694,2016-10-26,41.543
695,2016-10-27,31.897
696,2016-10-28,25.383
697,2016-10-29,27.968
698,2016-10-30,38.775
699,2016-10-31,25.383
700,2016-09-01,56.403
701,2016-09-02,65.668
702,2016-09-03,63.28
703,2016-09-04,49.954
704,2016-09-05,44.415
705,2016-09-06,33.131
706,2016-09-07,31.089
707,2016-09-08,42.966
708,2016-09-09,36.987
709,2016-09-10,29.897
710,2016-09-11,29.117
711,2016-09-12,35.676
712,2016-09-13,36.11
713,2016-09-14,27.968
714,2016-09-15,27.215
715,2016-09-16,26.844
716,2016-09-17,36.987
717,2016-09-18,35.245
718,2016-09-19,27.59
719,2016-09-20,32.717
720,2016-09-21,46.889
721,2016-09-22,28.731
722,2016-09-23,32.717
723,2016-09-24,27.215
724,2016-09-25,26.108
725,2016-09-26,39.229
726,2016-09-27,40.146
727,2016-09-28,46.889
728,2016-09-29,30.689
729,2016-09-30,28.731
730,2016-08-01,32.717
731,2016-08-02,33.131
732,2016-08-03,31.897
733,2016-08-04,31.089
734,2016-08-05,33.131
735,2016-08-06,29.117
736,2016-08-07,27.215
737,2016-08-08,31.897
738,2016-08-09,31.897
739,2016-08-10,33.131
740,2016-08-11,33.131
741,2016-08-12,31.492
742,2016-08-13,35.676
743,2016-08-14,36.11
744,2016-08-15,35.245
745,2016-08-16,36.547
746,2016-08-17,36.547
747,2016-08-18,36.11
748,2016-08-19,30.292
749,2016-08-20,30.292
750,2016-08-21,36.547
751,2016-08-22,35.245
752,2016-08-23,36.547
753,2016-08-24,35.245
754,2016-08-25,33.131
755,2016-08-26,29.506
756,2016-08-27,31.492
757,2016-08-28,42.489
758,2016-08-29,29.897
759,2016-08-30,27.59
760,2016-08-31,28.348
761,2016-07-01,35.245
762,2016-07-02,39.229
763,2016-07-03,39.229
764,2016-07-04,39.686
765,2016-07-05,36.547
766,2016-07-06,37.43
767,2016-07-07,40.146
768,2016-07-08,37.43
769,2016-07-09,35.245
770,2016-07-10,35.245
771,2016-07-11,35.245
772,2016-07-12,35.676
773,2016-07-13,34.816
774,2016-07-14,34.816
775,2016-07-15,34.816
776,2016-07-16,35.245
777,2016-07-17,35.245
778,2016-07-18,35.245
779,2016-07-19,34.816
780,2016-07-20,33.548
781,2016-07-21,31.897
782,2016-07-22,33.131
783,2016-07-23,36.11
784,2016-07-24,35.676
785,2016-07-25,36.11
786,2016-07-26,34.816
787,2016-07-27,33.968
788,2016-07-28,33.548
789,2016-07-29,33.548
790,2016-07-30,32.717
791,2016-07-31,32.717
792,2016-06-01,36.987
793,2016-06-02,37.43
794,2016-06-03,43.446
795,2016-06-04,52.056
796,2016-06-05,53.664
797,2016-06-06,53.125
798,2016-06-07,51.526
799,2016-06-08,49.954
800,2016-06-09,55.298
801,2016-06-10,54.751
802,2016-06-11,45.891
803,2016-06-12,43.446
804,2016-06-13,47.393
805,2016-06-14,43.929
806,2016-06-15,41.543
807,2016-06-16,38.323
808,2016-06-17,37.875
809,2016-06-18,38.323
810,2016-06-19,38.323
811,2016-06-20,39.229
812,2016-06-21,40.609
813,2016-06-22,37.875
814,2016-06-23,36.547
815,2016-06-24,36.987
816,2016-06-25,36.987
817,2016-06-26,37.875
818,2016-06-27,36.987
819,2016-06-28,36.987
820,2016-06-29,38.775
821,2016-06-30,36.547
822,2016-05-01,51.526
823,2016-05-02,49.954
824,2016-05-03,48.408
825,2016-05-04,42.966
826,2016-05-05,39.229
827,2016-05-06,38.775
828,2016-05-07,40.146
829,2016-05-08,41.074
830,2016-05-09,44.415
831,2016-05-10,45.396
832,2016-05-11,41.074
833,2016-05-12,40.146
834,2016-05-13,39.686
835,2016-05-14,39.686
836,2016-05-15,40.609
837,2016-05-16,42.489
838,2016-05-17,43.446
839,2016-05-18,39.229
840,2016-05-19,38.323
841,2016-05-20,38.775
842,2016-05-21,39.686
843,2016-05-22,44.415
844,2016-05-23,44.415
845,2016-05-24,42.489
846,2016-05-25,36.11
847,2016-05-26,36.987
848,2016-05-27,36.11
849,2016-05-28,35.676
850,2016-05-29,35.245
851,2016-05-30,36.11
852,2016-05-31,36.547
853,2016-04-01,37.875
854,2016-04-02,40.146
855,2016-04-03,42.966
856,2016-04-04,36.987
857,2016-04-05,36.11
858,2016-04-06,33.968
859,2016-04-07,29.117
860,2016-04-08,29.506
861,2016-04-09,29.117
862,2016-04-10,28.348
863,2016-04-11,28.348
864,2016-04-12,26.844
865,2016-04-13,26.108
866,2016-04-14,25.744
867,2016-04-15,25.025
868,2016-04-16,25.025
869,2016-04-17,27.215
870,2016-04-18,27.215
871,2016-04-19,24.317
872,2016-04-20,21.927
873,2016-04-21,22.596
874,2016-04-22,20.621
875,2016-04-23,21.268
876,2016-04-24,20.943
877,2016-04-25,19.984
878,2016-04-26,27.968
879,2016-04-27,39.229
880,2016-04-28,39.686
881,2016-04-29,40.609
882,2016-04-30,50.475
883,2016-03-01,79.343
884,2016-03-02,68.778
885,2016-03-03,56.317
886,2016-03-04,49.087
887,2016-03-05,55.782
888,2016-03-06,57.394
889,2016-03-07,68.778
890,2016-03-08,63.517
891,2016-03-09,56.317
892,2016-03-10,49.585
893,2016-03-11,49.087
894,2016-03-12,74.893
895,2016-03-13,95.897
896,2016-03-14,94.421
897,2016-03-15,69.341
898,2016-03-16,62.69
899,2016-03-17,53.664
900,2016-03-18,45.891
901,2016-03-19,46.389
902,2016-03-20,49.436
903,2016-03-21,41.074
904,2016-03-22,36.11
905,2016-03-23,40.146
906,2016-03-24,66.273
907,2016-03-25,84.436
908,2016-03-26,98.135
909,2016-03-27,83.746
910,2016-03-28,60.94
911,2016-03-29,48.408
912,2016-03-30,45.396
913,2016-03-31,41.543
914,2016-02-01,84.436
915,2016-02-02,71.85
916,2016-02-03,65.668
917,2016-02-04,62.104
918,2016-02-05,58.647
919,2016-02-06,56.403
920,2016-02-07,54.206
921,2016-02-08,56.403
922,2016-02-09,56.403
923,2016-02-10,53.664
924,2016-02-11,53.664
925,2016-02-12,66.273
926,2016-02-13,59.787
927,2016-02-14,58.082
928,2016-02-15,57.519
929,2016-02-16,86.524
930,2016-02-17,81.017
931,2016-02-18,73.123
932,2016-02-19,78.337
933,2016-02-20,82.375
934,2016-02-21,102.694
935,2016-02-22,96.64
936,2016-02-23,83.059
937,2016-02-24,69.341
938,2016-02-25,64.468
939,2016-02-26,58.082
940,2016-02-27,63.873
941,2016-02-28,79.671
942,2016-02-29,126.61
943,2016-01-01,48.408
944,2016-01-02,44.904
945,2016-01-03,50.475
946,2016-01-04,63.28
947,2016-01-05,61.52
948,2016-01-06,55.849
949,2016-01-07,49.954
950,2016-01-08,45.396
951,2016-01-09,42.489
952,2016-01-10,42.966
953,2016-01-11,42.014
954,2016-01-12,60.94
955,2016-01-13,73.123
956,2016-01-14,84.436
957,2016-01-15,95.897
958,2016-01-16,132.439
959,2016-01-17,148.866
960,2016-01-18,137.799
961,2016-01-19,122.067
962,2016-01-20,127.195
963,2016-01-21,136.897
964,2016-01-22,110.545
965,2016-01-23,90.067
966,2016-01-24,78.337
967,2016-01-25,71.85
968,2016-01-26,70.59
969,2016-01-27,70.59
970,2016-01-28,81.017
971,2016-01-29,158.445
972,2016-01-30,146.989
973,2016-01-31,119.545
974,2015-12-01,76.359
975,2015-12-02,71.219
976,2015-12-03,86.524
977,2015-12-04,102.694
978,2015-12-05,133.324
979,2015-12-06,164.349
980,2015-12-07,107.367
981,2015-12-08,83.059
982,2015-12-09,72.485
983,2015-12-10,70.59
984,2015-12-11,65.067
985,2015-12-12,68.721
986,2015-12-13,135.105
987,2015-12-14,151.705
988,2015-12-15,100.4
989,2015-12-16,74.408
990,2015-12-17,66.273
991,2015-12-18,60.94
992,2015-12-19,59.216
993,2015-12-20,64.468
994,2015-12-21,67.491
995,2015-12-22,66.273
996,2015-12-23,58.647
997,2015-12-24,53.125
998,2015-12-25,47.899
999,2015-12-26,46.889
1000,2015-12-27,48.408
1001,2015-12-28,55.298
1002,2015-12-29,50.475
1003,2015-12-30,49.954
1004,2015-12-31,54.751
1005,2015-11-01,33.968
1006,2015-11-02,44.904
1007,2015-11-03,40.146
1008,2015-11-04,34.391
1009,2015-11-05,32.717
1010,2015-11-06,32.717
1011,2015-11-07,33.548
1012,2015-11-08,56.403
1013,2015-11-09,70.59
1014,2015-11-10,63.873
1015,2015-11-11,58.082
1016,2015-11-12,45.396
1017,2015-11-13,41.543
1018,2015-11-14,34.816
1019,2015-11-15,39.229
1020,2015-11-16,41.543
1021,2015-11-17,45.396
1022,2015-11-18,44.904
1023,2015-11-19,49.954
1024,2015-11-20,54.751
1025,2015-11-21,49.436
1026,2015-11-22,50.475
1027,2015-11-23,50.999
1028,2015-11-24,52.589
1029,2015-11-25,53.125
1030,2015-11-26,49.436
1031,2015-11-27,43.446
1032,2015-11-28,36.547
1033,2015-11-29,51.526
1034,2015-11-30,87.227
1035,2015-10-01,30.292
1036,2015-10-02,34.816
1037,2015-10-03,43.929
1038,2015-10-04,38.775
1039,2015-10-05,34.391
1040,2015-10-06,29.897
1041,2015-10-07,26.474
1042,2015-10-08,29.506
1043,2015-10-09,32.717
1044,2015-10-10,27.59
1045,2015-10-11,25.025
1046,2015-10-12,24.67
1047,2015-10-13,23.621
1048,2015-10-14,23.276
1049,2015-10-15,23.621
1050,2015-10-16,23.621
1051,2015-10-17,22.26
1052,2015-10-18,20.301
1053,2015-10-19,24.67
1054,2015-10-20,26.844
1055,2015-10-21,21.596
1056,2015-10-22,21.596
1057,2015-10-23,29.897
1058,2015-10-24,31.897
1059,2015-10-25,31.089
1060,2015-10-26,30.292
1061,2015-10-27,28.731
1062,2015-10-28,24.67
1063,2015-10-29,27.968
1064,2015-10-30,41.543
1065,2015-10-31,36.547
1066,2015-09-01,26.844
1067,2015-09-02,26.108
1068,2015-09-03,26.108
1069,2015-09-04,27.215
1070,2015-09-05,26.108
1071,2015-09-06,26.108
1072,2015-09-07,33.968
